Sentence	Writer_Anger
ウェッジウッドだ思い出した！	0
精神的な防御力が下がることにより、物理的な防御力が上がる今日この頃	1
人と関わらない仕事がしたい	1
昨日の俺は間違えていた。防御力が下がれば攻撃力が上がるのだ。	1
笑えばいいと思うよ)ケラケラ	1
パンウメエヽノ	0
うむラスクとチャイの組み合わせは悪くない	0
福山だけですら聞き終わんNeee！	0
会社行きたくないという俺の心を肉体が読んでいるようで風邪が悪化している	0
いかんわ、少し愚痴垂れ流す	2
2年かけてやってきたテーマでやっと掴んだ取っ掛かりの一部だけ見て、これ検討したら簡単に出来るんじゃねーのとか言う無能上司は死ね！QP表とか品質工学とかある程度ものの理解が出来ていないと簡単に使えるもんじゃねーんだよくそが	3
ものになり始めたら急に口出しし始めやがった、ろくに情報開示もしてこなかったくせに実験の進め方が悪いとか何とか、一年目、二年目だった俺に実験の進め方に対する選択権があるわけねーだろFUCK	3
さて俺も辞表準備するか	0
1%くらいすっきりした	0
ゴルフの練習中、ふと仕事の事を考えてしまい某クソC長の顔を思い出してしまった。ボールは300yの看板手前まで飛んで行きました。	0
新体制でもっとも期待することはセンター長と部門長が変わることだ、合併によってやつらの地位が相対的に下がれば尚良し	0
会社辞める夢見た、願望なのか正夢になるのか、やろうと思えば正夢に出来るわけだがどうしてくれようか	0
なにインダストリーだか知らんが俺はインダストリアル・イリュージョン社がいいデース	0
今日の反省、オーバースイングは駄目、ボールから目を離さない、左手の手首はロックする、ダウンスイングで右脇を閉じる、怒りに身を任せない、迂闊に本屋に寄らない	0
今日の結果、キングダム28巻、エヴァンゲリオン13巻、ADAMAS8巻、ヴィンランドサガ12巻、腰の痛み、首の筋肉痛	0
とりあえず出張用ノートPCに映画を50GB分ぶち込んだ。次はマンガだな、何持ってこうかなー	0
とりあえずノートに色々70GB分詰め込んだ、OFFの暇つぶしは確保したが問題は仕事中ヒマなことだな、何とか客先の目をかいくぐりつつヒマを潰す手を考えねば	0
まさかザリガニが主人公の話で泣くとは思わんかった。バルタンカッコいいよバルタン	0
行きの新幹線途中でモノレールねこ、阪急電車読破、これは小説足りんわ	0
京都についていきなり人差し指の爪が割れる、幸先悪し	0
意外とショボいぞ渡月橋	0
定時より早く終わってやったぜとか思ってたらそもそも今日は休みだったらしい	0
阪急電車もクジラの彼も中々面白い、しかし出張二日目で持ってきた小説の75%を消費したこの事実、最後に残ったのは迷路館でした	0
しかし京都弁の店員さんはかわいかった。ファービー並の勢いでナデナデしてやりたい	0
京都まで来て丸3日ほどやることない俺もいる、うちの会社頭悪いよね！明日は11時頃から自由時間だよ、ヤッタネ！	1
暇になった	0
豆乳ドーナツがまあウマイ	0
美しい景色で心が洗われるというが、落ちた汚れはどこに行くんだろーなーとか思った。心洗われた=景色汚染した、にはならんのだろーか	0
段差のある足元に段差にお気をつけ下さいってあったんだが、その注意書きに気付くなら段差にも気付くよね、意味ないよね	1
隣の人が読んでた本、¨狙い通りの死に方¨、行き先は東京、今から実践するつもりだろーか？	0
スターオーシャン4：未開封、みんごる６：購入予定、スパロボOG2：購入予定、消費しきれんな、どーするべ	0
選挙で思い出したが、普段話さない同期のような人から「次の選挙どこに入れるつもり？」って電話がかかってきた。どこの政党に入れさせたいかは聞かずに電話切ったがたぶん公○党だろーな、職場でやるなっつー話だよな	0
上司が有給取ってるヒマねーよなとか言ってくるんだが、そーだろうか？俺はわりとヒマだぞ	1
なんとなくスピーカーを衝動買いしたんだが、何を聞いているかと言うと「雨音」というね・・・	0
一応facebookアカも持ってるんだが、近況アップデート→今どんな気持ち？の一文が何故かむかつく	1
気が狂っている人間が、気が狂いましたと申告してきた、気が狂っとる	0
眠いので散歩中	0
ランボー怒りの定時退社	1
パナソニック謹製のSDオーディオソフトがくそ過ぎる、SDカードいきなり認識しなくなるわ、一々フォーマット要求するわ、SDXC読めねーわFuck！	2
そして気づく9曲ずつなら読み込める事実、読み込み対象は597曲、597 / 9 = 66.333…なんだたったの67回か	1
ヒマなので伊勢丹をふらつく、高すぎ＆オシャレすぎ	0
ところで出張に付き銀だこの誓いを破ってしまった、ネタを守り切れない駄目な大人です	0
新幹線で寝てたらそこは雪国じゃないですか、ややショボいけど	0
我輩は暇である、予定はまだ無い。どうしてこうなったかとんと見当がつかぬ。何でも薄暗い工学部棟でこそこそ実験していた記憶だけはある。我輩はここで初めて理系の末路を見た。しかもあとで聞くとそれは大学生という人間中で一番悄然とした種族であったようだ。	0
寒くてもゴルフの練習に行く俺もいる	0
古本を50冊ほど処分した、つまり本棚にその分のスペースが空いたわけだがどうしてくれよう	0
気に入るコート探してるうちに冬が終わるヨカーン	0
今日は引きこもり安定だな、明日は泉なんだがいけるのだろうか	0
持つべきものはマイナスドライバーだな	0
ハイパーゆとりお出かけタイム発動中	0
おひとりさまっと購入、お一人様が捗るぜ	0
研修で俺を明るいと評した講師が居ました、こいつは見る目がないなと思いました、私は静かに眠りにつきました	1
そういえば今日明日はセンター試験か	0
古本屋で萌えフィギュアを静かに見続けるおっさんが居ました、彼は何を思うのでしょうか	0
先日兄弟間で一致した答え、違う家に生まれたかった	1
いろいろと足りないものはあるが、差し当たりコンセントが足りない	0
後悔は尽きない	0
仕事が無いからやる気が無いのか、やる気が無いから仕事が無いのか、仕事が空気読んだから仕事が無いのか・・・	0
往々にして幹部は患部である	3
どうでも良いが滋賀県では痴漢警報が発令されている（本当です）	0
明日は2直勤務、そして容疑者Xの献身はGood	0
さて帰るか	0
[悲報] 三連休高確率で全滅のお知らせ	2
車好きの親戚が言ってたがアクア買うなら後20万だしてプリウス買えとのこと。何かとちゃちな作りらしいよ、と3技C から呟くよ	0
三連休なんてなかった	0
もうどうにでもな〜れ	2
仕事でカーボンの粉扱ったら、靴と靴下貫通して足の指先真っ黒になっとった。当然肺にも来てる筈なんだが俺は大丈夫なんだろーか	0
温泉は超行きたいが山梨は気合入れないと行けない距離だな、長期休暇あったら計画するべ	0
普段飲まないけど酒に逃げたい	2
もうダメだ	1
まさかの非常食¨どら焼¨大活躍の巻き	0
ふむ、明日お出かけすべきか否か、天気は悪いが買い物したい	0
仙台駅前からふらふらと、マフラー、スマホスタンド、靴を見に行こうかなーと	0
危ない4万のブーツ衝動買いしそうになった	0
安定してお腹痛い、ストレスかもしくはストレスだな	1
私が考えるKPC 死ねば良いのにランキング第２位がGL になりそうな予感、鬱だ…	0
風強いが、電車まともに動いてるなら出かけたい今日この頃	0
JRがまともに動いてない模様、車で出かけようかしら	0
もやっと	2
せっかくの平日含む3連休に墓参りか、何時まで死人に引きずられなきゃならんのか	1
この風は無理ゲーな予感	0
セカンドなかうなう	0
銭型のとっつぁん死んでしもた	0
今日の出来事、財布なくして会社内激走	0
財布は細長いのが拾っててくれました、出来れば拾ってすぐに連絡が欲しかったなーと思いました、でも拾ってくれたのは事実なのでお礼を言いました、でもすぐに言って欲しかったなーとやっぱり思いました	0
結論：会社にクレカ持ってくのはやめよう	0
モスにて隣で勉強している高校生に答え教えたくて仕方がない	0
昼間言えなかったから今言おう、藤原氏の最盛期は平安時代だ！	0
すまぬ、まだ見ぬ藤原さん、すまぬ	0
新聞の記事とか持ってきて為になったとか言う割りに1時間後には矛盾したこと言ってるのが非常に馬鹿らしい	2
鳴子から帰宅、いい湯だった	0
私は午後三時に終わる日帰り出張の予定である、泉アウトレットをぷらぷらするのである	0
仕事オワタ	0
植物図鑑読了、砂糖吐いた	0
口直しに長らく放置してた人形館に手をつけるか	0
スパロボ4週目をちまちまやってる俺も居る	0
つーか資格試験まであと3週間だよ、勉強セナ！	0
タイヤ交換終了、背骨の真ん中くらいが痛い	0
無軌道である	0
今日の戦果、テルマエロマエ・容疑者Xの献身・告白・キャッチミーイフユーキャン・タイタンの戦い	0
雪降ってきたワロタ	0
身近にいるから分かるけど、役人の考え方って真剣に頭おかしい	2
まず日本人社員はみんな、会社のために働くことが喜びであると信じている	0
真面目に仕事をする＝やる気があると勘違いしている	0
基本的に俺が言うことが正しいのだと信じて疑わず、確かなソース付きの記事でもマスコミの情報操作だと断ずる	0
ネット上の情報は絶対信じないが、なぜか新聞記事には肯定的	0
何が言いたいかっていうと、団塊世代の思想（一部だと思いたい）はカス	2
ハイドーン	0
岡田車まだあるー	0
ヴェニスの商人みた、くそだった	0
ヒックとドラゴンみた、おもろかった	0
メッシ化け物過ぎワロス	0
ベックマンポチッてもた、まったく大人が暇だとろくな事しない	0
自機が回転すれば良いんだ、っていうかそんなSTGあってもいいと思うんだ、もうありそうだけど	0
今週末は予定があったり、来週日曜なら資格試験直後だったりそのまま飲みの流れもありかしらとか思ったり、我輩はコロスケなり	0
練習場にて山岸元専務と世間話する俺は間違いなくおっさん	0
今日は山	0
出る杭は打たれるらしいので、私は今日の飲み会に出ないという選択をした	0
コナン君、ゲストで素人に声優させるならプロ使えばいいのに、いくらなんでも棒すぎるだろ・・・	1
今日は福島に出陣するなり、我が輩はコロスケなり	0
意外と履き心地いいぜ、ベックマン！	0
話してたらいきなり切れられたでござる、わけがわからないよ・・・	1
とりあえず4/29ゴルフするよ、とりあえずな	0
どうやら社会人になって初の平日寝落ちしたらしい	0
偶には朝風呂も良いものです	0
久々に中古でゲームでも買おうかしら	0
よく考えなくても未開封のACE.Rとスターオーシャン4持ってた	0
ずっと気になってた「ショーシャンクの空に」見た、殿堂入りです	0
モーガン・フリーマン、ジム・キャリー、トム・ハンクス辺りが出てる映画は大体俺にヒットする法則がある	0
ずっと気になってたHACHIに行ってきました、ハンバーグおいしゅうございました	0
スペシャルな感じでバター炒め？なやつとトマト＆バジルの常長ハンバーグとやらがやっとったで、俺は常長ハンバーグ食ってきた	0
チェリーの前にいるナウ	0
m岡を乗っけたり下ろしたり	0
1933仙台着の予定なり、我が輩はコロスケなり	0
帰宅、東北自動車道上りまじ混雑	0
男3人パン買いまくった	0
セミナーの案内見ても意欲がわかない今日この頃	0
コレジャナイロボ！	1
今日はターミナル見た、ちょっと泣いた、次は何見ようかしら	0
【速報】来月一人暮らしするー	0
サモンナイトしたい→PSP、デビルサバイバーor女神転生したい→3DS	0
ちなみに同僚からモンハン誘われてたりする→3DS	0
今日の戦果、海の上のピアニスト・インセプション・トゥルーグリット・マイレージマイライフ・ベイブ、並び順は期待値順	0
俺の知ってるスヌーピーとなんか違う・・・	0
超スーパーのんびりタイム	0
超スーパーのんびりタイムPart2	0
雨の高速の恐怖	0
ノドがイガイガ…職場で咳しまくったった(^_^)b	0
海の上のピアニスト見た、これは良い映画人にオススメできる	0
「空飛ぶペンギン」見た、相変わらずジム・キャリーの映画がすきだ	0
トゥルーグリット・インセプション見た、大絶賛ってわけではないがそこそこおもろかった、渡辺謙がかっこいい	0
ベイブ見た、相変わらず豚可愛い	0
3DS LL手に入れてしまった、・・・どうしよう	0
良い家具が( ゜д゜)ホスィ…	0
保険のおばちゃん、まじ保険のおばちゃん	1
向井理→むかいり、土曜ならひまやでー	0
ヤク（※パブロンゴールド）が効いて眠たい、なんかするか、どっか行くかー	0
遊んで治す！	0
さわらわらわら	0
今日も１日が始まってしまう、どこぞの勇者がラナルータでも唱えてくれんだろーか	0
勇者はラナルータ覚えない気もした	0
さて順調に職場内の対立が深まり、我がテーマの人間関係が最悪に近い状態になりつつあるが、この後どう転がそうかしら	0
一歩引いた視点で見てると自分はさほどイラつかず、人の滑稽な部分ばかりが見えてまじ愚か	0
今週末はホントに予定無し	0
仕事中やけどしたわけで右手に包帯巻いてみる、・・・中二病( ゜д゜)	0
病院にさえ行かなければ労災にはならないんだぜ（ドヤァ）って保険のおばちゃんに言われたでござる	1
[悲報] 俺氏、仕事の予感	0
土日の運命は明日決まる！	0
俺だっておいしいお蕎麦がたべたいんです！！	0
なんかしらんがクレヨンしんちゃんの映画がすげー見たい、ひろしのかっこよさを久しぶりに見たい	0
ふむ、休日出勤はしたが概ねよい土日だった	0
明日から3直なわけで、昼の太陽よさらば	0
さて、仕事開始である	0
風呂入ってからの動きたくなさは異常	0
しかし仕事は仕事	0
とりあえず、寒いので毛布もって仮眠の準備はするのである	0
ぐぬぬ、しんどくなってきた	0
とりあえず、うちのチームは全員納期を諦めた	1
GIジョー見た、イ・ビョンホンかっこいいです。アジア人が出てると応援したくなるな	0
さあ今日も無為なお仕事だ	1
メッメッメガンテ	1
起床、しんどいでござる	0
交代制で夜勤やってる人らはすげーよほんと、そらK関も痩せるわ	0
しかしAmazonが瞬殺され定価の6倍で売られているKonozama	0
夜勤明け、甥っ子が遊びにきており大号泣…眠れん	1
つーか夜勤明けだって知ってるのに俺の部屋でゲームさせてくれとかいう兄貴の頭の中が理解できない	2
ライアー！ライアー！見た、ジムキャリーのかっこよさは野原ひろしのかっこよさに通じるものがあると思ふ、良い映画だ	0
英国王のスピーチ見た、特別な盛り上がりには欠けるが見た後なんだか良い気分になる映画だた	0
そんな私は昨日手打ち蕎麦を食っていたり、切腹します！	0
そういえば今週土曜から一人暮らし開始である、なんも準備してないのである	0
ただでさえやる気無いのに変則勤務するとやる気無さゲージがマッハ	0
そしてイライラすると、周りの人間の俺に被害をもたらす非合理的行動に対して我慢が出来なくなってくる	2
何が言いたいかというと働きたくないでござる	0
麒麟の翼見た、たまには日本映画も良いね！	0
エターナルサンシャイン見た、ある程度評判見てから見たけど個人的にはいまいち。いかにも映画好きがオススメする映画って感じだ	0
ワショーイ	0
明日は色々とお買い物せな、東京インテリアと電気屋だな	0
※寝るまでが今日です	0
男にはだるくても行動（※起床）しなければならない時がある	0
諭吉が次々と旅立って行く…	0
引っ越し先でも安定のWiMAX入らなさ、LTEなんか無かったんや…	0
外からひげダンスのリズムの口笛が聞こえる・・・	0
今日はクレヨンしんちゃんの映画見た、映画版ひろしの圧倒的かっこよさが良い	0
必殺フライング定時退社！	0
肩幅のTwitter登場頻度が異常な件	0
引越しほぼ完了、あとは小物をそろえる日々也	0
相変わらず夜勤初日の昼間はどうして良いかわからんらん	0
引っ越したら鼻水が止まらん、空気清浄機買わnever	0
土曜日まで3直だってよ、当初の（上司の）予定だとそのまま2直だってよ、どうせ間に合わねーんだからゆっくりやればいいのになー	2
起きるはずが無い奇跡に期待して計画組むことほど馬鹿馬鹿しいことも無い、普段計画表が〜とか言ってるやつほどそういう予定を組みたがる	3
現実を見ろよ！	2
と深夜の居室で憤ってみた	2
パソコンが不調、セーフモードすら起動出来ないのは初めてだ…どうするべ	0
職場にまでPC持ち込んでおよそ８時間格闘した末に何だか分からんが、起動した。一体俺は何をしたのか？	0
スーパー居眠りターイム！	0
社畜に神はいないッ！！	0
お出かけ中、少年がおばあちゃんに「メールはお金かかんないんだよ！」とか言っとる。…少年よパケット通信料というものがあってだな、昔はパケ死と言う言葉もあってだなー	0
情報教育って大事よね	0
４コマ漫画劇場懐かしす	0
イス寝のおかげで体が痛い、次からは寝袋持ってこよう	0
我が家にベッドがやってキタ━━━━(゜∀゜)━━━━!!	0
直体制の勤務上は丸１日休みだが、今日は寝て終了、明日は夕方から仕事なり	0
悔しいから、しんどいけどお出かけしよかな	0
頭痛が痛いがお買い物中、なんぼ仕事がクソ仕様でもプライベートは崩さないぞ	1
難しいもんだな	0
寝よう	0
明日も仕事、明後日も仕事でござる	0
寝るまでが今日でござる	0
「きょう」って打とうとしたら予測変換に「巨悪」が出てきたでござる	0
炭酸水大噴火につき、隣の机水浸しにしたでござ候	0
二直7連勤しゅーりょー	0
もうね、アホかと、バカかと	1
明日は１日だけお休み	0
アホかと！	1
ボチボチ起きるかー	0
あめあめあめあめあーめー	0
久しぶりの日勤、眠い	0
最近のマリオシリーズってやたらルイージ押すよね	0
緑はゲスヤロウですぞ	0
今日はオフ、良い4連休だた	0
ノートパソコンぶっ壊れ早2週間、何とかなるもんだなー	0
ところで、デデデ大王は自称だったらしい、知らんかった	0
win8めんどくせぇぇ！！ファック！！	1
だれだ！これからの時代はタッチ式だ〜とか寝言抜かしたやつは！	1
プラムが美味い	0
知っているかい？win8はタッチ前提なosであり、現行ノーパソのほとんどはタッチパネル積んでいないんだぜ、Hahaha	0
やっと新PCでブラウザ環境再構築・・・寝る！	0
京都暑い、 too hot、関西人頭おかしい	0
時に今週土曜は何かイベントが発生するのだろか？	0
出張から帰ってきてみれば、プラムが腐っていた	0
早すぎたんだ！	0
パトリックのスニーカー良いなあ	0
全英オープン見る体力無い寝るー	0
すき家のスパイシーチキンカレーはまずいらしいのだ	0
資料作り終わってないけど、知らん帰るカエル	1
自分一人ででっかくなったと思ってるやつにでっかくなる資格はない by野原ひろし 暗黒タマタマ大追跡	0
ちなみに私は時間給が取れる状況ではないのであった	1
しかしながら0800~1700の勤務であるからして問題ないのであった	0
起床、早起きである	0
電車ライドオーン	0
ところでうちの生産ラインがウンコなせいで川の字遅刻もしくは欠席のもよう	0
日本がこんなに暑いのはしっとりした、でもアツい漢が多すぎるせいだと思うのです	0
しかしgentenのキーケース良い品だったわー	0
仙台港アウトレットで開店をスタンバってる俺がいる	0
時間潰すならニトリの駐車場が良いな、勉強になった	0
ボクシングタイトルマッチで１ラウンドKOすごいわー	0
短すぎるけど、K1みたいに始まるまで引っ張られまくるよりは良いな	0
なんかカレンダーに出てた、ななきりさん誕生日おめでとー	0
明日はソファがクルー	0
これからぎっくり腰経験する全ての人へ、「大人しく寝とけ」	0
全てのぎっくり腰を笑う人たちへ、「次はオマエだ！」	0
帰宅、汗だくなりー	0
なんか職場の女性がおっさんのセクハラに対してぶちぎれている夢を見ました、どういう意味があるのでしょうか	0
きっと何の意味もないのでしょう	0
俺みたいにな！	0
夜更かしー、会社？しーらなーい	0
最近毎日面白いアプリを探している	0
そんな私はそろそろパズドラログイン250日目	0
未だ飽きてはいない、むしろ最近面白くなってきた気さえする	0
しかし燃え尽きる前の蝋燭な気がしないでもない、ゆえに的確に仕事をサボる新しいツールを欲するのだー	0
作業者の気分で結果が変わる測定って意味無いよなー	1
さて帰りますよ、ドドリアさん、ザーボンさん	0
ファイア（コーヒー）のオレンジ入れたやつがクソまずい、飲料品メーカーはどこもチャレンジスピリット溢れ過ぎだと思うのだ	1
うちの会社もマネばっかしてないで見習えば良いのにー	0
と無責任な事を言ってみるのだ	0
実際舵の切り方間違って被害被るのは社員なわけだが、安定だけ求めると安定しないのがメーカーだと思うわけです	0
何が言いたいかというと、俺意外のみんな頑張れ	0
渓流釣りに連れて行ってもらう→道が険し過ぎ疑心暗鬼になる→引き返す→帰り道で後ろから軽トラが現れ道が合ってたことを知る→家にたどり着く（今ココ！）	0
携帯が調子悪い…買い替えかなー、困ったなー、どれにしようかなー(・∀・)	0
帰りたい、ああ帰りたい、帰りたい	0
夜勤中は思考がネガティブになっていかんなー、普段と一味違うネガティブ加減だわー	0
しらん、しらん、かえる、かえる	1
会社きて一度も居室行かないのは初めてだわー	0
気がついたらあまちゃん終わったらしい、見たことないじぇじぇじぇ	0
見たことないゆえにじぇじぇじぇの意味が分かりません、岩手の人ごめんなさい	0
部屋着が足りないな、寒くなってきた	0
講習の学科は寝るためにあると思うのです	0
丸一日パイプいすに座っていた、腰痛え	0
国がルール決めた特別講習みたいなの受けたんだが、受講時間を固定して中身が伴わないという事実	2
そんなことだから時間持て余して話が脱線する羽目になるのだ、まぢお役所仕事	2
ツイート見て思い出した、私3DSLL買いました。ただし一緒に買ったモンハンは未開封だったりします。	0
何日かぶりに会社来てみたら、めっちゃメール来てた。でもほとんどが某氏壮行会に関することだった。完全に乗り遅れたでござる。	0
この時間から会社行くモチベーションの上がらなさ、小関ってすごい、ほんとーにそう思った	0
起床、だるだるー	0
起床ー、今日は薄暗くて寝やすいなーとか思ってたら夜だった	0
映画飽きてきて、スラムダンクを見始めてしまった俺、先は長い	0
田中負けないなー、負けた時の映像バックスクリーン3連発くらい残るんだろーなー	0
有名ですが、ちなみにバックスクリーン３連発を打たれたのは槙原です。本人は毎回自分が打たれる映像流れるのが嫌らしいです。でも内心美味しいとか思ってる気がしないでもないです。	0
今日学んだ事！クイックルワイパー用のシートの匂いに空気清浄機さんが激おこぷんぷん丸！	0
toeicの参考書買ったデー、おれも久しぶりに勉強する（ふり）するでー	0
それはそうと楽天買ったー！優勝セールチェック開始ー！！	0
楽天のページつながらんなー	1
楽天は検索と絞り込みとスパムメールと商品タイトルとレイアウトが主にくそやで！品数だけは多いんやで！	1
ところで私は77%Offでダナーのブーツ買ってみました、3kでした。	0
フィットHVとかロレックスとか買えるわけないねん	1
今日は卵焼きが異様によく出来た、弱火って大事	0
さて久しぶりに仕事について少し、先日部署のトップが実験室に現れた。だれもいなかったので俺が話し相手になってしまったのです。	0
TOP曰く、うちの部署の連中は自分の意見を言わず、どういう仕事がしたいかをあまり言わない。どういう仕事がしたいかわからないから試作等に回すことになるらしいです	2
各人がやりたい仕事を自由に意見でき、それがある程度叶う環境であればまだわかるが、まずお前らがその環境を作る努力をしたのかと。夜勤にぶち込んで酷使しといてそんな向上心が勝手に芽生えると思うなよと。	2
以上愚痴でした。私は偉い人間が大嫌いです。	2
そして夜が明けた！	0
宮城よ、私は帰ってきた	0
なぜ月曜から残業せねばならんのか、絶対に俺必要ない	2
生産現場のすみっこで残業しながら、全力でサボる	1
なんで夕方にメインの実験終わってるのに、帰りがこの時間なんだ、馬鹿過ぎる	2
今日はたぶん年内最後の有給、何日かは消化できんかったなー	0
明日ゴルフの予定なんだが中止かなこれ	0
寝たら明日が来てしまうわけで寝たくないと思うものの眠らねばならぬ	0
絶賛虫歯中、歯が痛いって辛い。明日有給取ろうとしたら、忙しいから明後日取れと言われてしもたー	1
年末番組なんも見なかったなー	0
久しぶりに小説一気読みしてしまった、目が疲れた。というわけで真夏の方程式読了。	0
次はプラチナデータか、ダチョウは軽車両に該当します、昨日まで不思議の校舎に絞られたわけです。…明日あたり買い足さなければ	0
携帯機種変中なりー、本体0円になってたしついうっかり	0
うぅ、ちょい高い食い物落っことした	1
ぬわー、自販機で買ったコーンポタージュぬるかったぬわー	0
昨日お財布拾いました、警察署に届けたら拾得者の権利として中身の10%をもらう権利があるといわれました。	0
中身は20円でした。	0
どちらかというと、人生初警察署だったのでその機会があっただけで満足です。	0
そいえばextremeVSちまちまやっているのだが、最近のガンダムゲー動き早すぎついてけない	0
今日アニメ版スラムダンクを全部見終えました。見終わった後のモヤモヤ感がなんかすごいです。	0
だめだ顎の痛みが引かん、医者行きたくないとか言ってる場合じゃないな	0
バラエティ司会者芸人おもしろいなー、普段からまない人たちが絡んでると面白い。	0
義理の姉からスマホ買いましたってlineがきた。はげしくめんどくさい。	0
超久しぶりに英語の勉強してみる、つまんない	0
英単語調べたのなんざ、ギャザやってる頃以来だなー	0
時に今日パラレル大回転を見てたら、解説の人が「あの選手は安定感がありますねー」とか「強い！この安定感！」と安定押しだったのが凄く気になったのです	0
弁慶打って流血中	1
朝もはよから小説読み終えた。たまには読書もいいな。	0
寝るまでが日曜日だ、つまり寝なければずっと日曜日だと思うのだ	0
大阪は暑く、大阪城は広く、そして俺は暇だった・・・	0
小説のストックなくなってもーた、買いに行くかな	0
気がついたらディスガイアのプレイ時間が100時間越しとった・・・今折り返し点くらいかなー	0
休み初日から大掃除・・・ウッ…	0
ん？明日は会社か？いやそんなわけは無い。無いったら無い。	0
なぜだ、夜勤を回避したはずなのに帰れないぞ	2
午後からはワニ日和読了、現在休日出勤中だけどな！	1
ぎっくり腰になりました。 そんな私は明日05:00始動です。	1
メガンテ！	1
よろしくお願いいたします。	0
消耗する社会人3年目の女です。内向型な自分が生きやすくなるにはどうすればよいか、試行錯誤しながら模索して行きたいと思います。どうぞよろしくお願いいたします。	0
有難いことにこのご時世在宅勤務でやらせてもらっておりますが、次々舞い込む仕事に消耗…。慢性的なキャパオーバーなので、どうにか打開したい。	0
あれもこれも返事をしなきゃ…！とメールの対応にどうしてもあっぷあっぷしてしまう。意外と内向型あるあるなのではと思います。その場合、すぐ返事できるものに関してはその場で返信、じっくり文章を考えたい場合はとりあえず返信ボタンを押し、下書きとしてストックしておくようにしています。	0
内向型の私はじっくり文章を考えたいので、普通の人に比べたらメール返信に時間が掛かってしまっているかもしれないですが、その分、自分の思考が整理できるし、後々の手戻りも少なくなると思っているのでここは、時間を掛けていい所として割り切っています。	0
内向型はある程度、自分の欲求に正直になった方が生きやすいのかもしれないという今日この頃です。無理に変える必要は無いが、外交型と比べて作業に時間が掛かってしまうのは事実。効率化できる所をいかに工夫できるかですよね。難しいなあ…。	0
今日は色々作業をしようかと思いましたが、起きた時に気分が乗らなかったので、やっぱりやめました笑 時には「何にもしない日」を作ることも重要だと思います。 平日5日も頑張ったんだから、そのくらいいいでしょう。	0
休日、何もしないでダラダラしてしまい、罪悪感に苛まれる内向型さんも多いのでは(かくいう私もそうです)。確かに意味の無いダラダラは駄目ですが、目的のあるダラダラはよいのではと思います。休息を取るためのにダラダラする 月曜からのパフォーマンスを万全にする為にダラダラする、など。	0
内向型さんの特徴としてエネルギーを充電するために一人の時間が必要なことは有名な話。しっかり充電しましょう。	0
やっぱり自分は組織に向かないかも、と思う瞬間が多々ある。でも今のままで辞めてしまったら雑魚のままなので、副業して結果を出してからでなければと思っています。	0
私は仕事のボールを持ったままになってしまうことがストレスだったんだなあと ボールをいかに早く相手に「押し付ける」か 一見自己中心的な考えだけど、そのために根回しや気遣いをする事になるので、結果的には人にも優しいことにもなると思う	0
やっと心の余裕が出来てきたから、アウトプット頑張ろう。	0
お久しぶりというかここ数ヶ月、鬱手前というか片脚突っ込んでるなうなのですが、そんな感じでメンタルバキバキだったのですが、なんとか持ち直せそうな兆しが出てきた、かな？油断は出来ませんが…。	0
"鬱は環境×自分の性格・考え方で起こるなあと身をもって感じました…

①環境(+)×自分(+)=(+)ハッピー
②環境(−)×自分(+)=(−)詰む
③環境(+)×自分(−)=(−)詰む
④環境(−)×自分(−)=(−−)かなり詰む

といったところか。
マイナスとマイナス掛けてもプラスにならないどころかクソマイナスなのが…。"	0
環境の±はあくまで「自分にとって最適な環境か」です。人によって違いますからね。一般的にはホワイト企業と呼ばれる環境でも合わない人は合わないし、メンタル不調を起こす事だって普通にありえる。	0
私は今回③と④の間くらいでやられてしまったので、やっぱり自分を見つめ直す機会が必要性をひしひしと感じました…。まずはしっかり治して持ち直したら、副業ブログするんだから…。	0
仕事で何が嫌なのか、ひたすらノートに書き出す作業をしてみた。今までは「嫌でもこのくらい我慢出来なきゃ社会人として失格だ」と自分で自分を苦しめてしまい、八方塞がりになってしまった。「納期に追われるのが嫌」「無駄なccメールが鬼のように来るのが嫌」駄々っ子みたいかもしれないけど大事。	0
"そこからなんで嫌なのか、なぜなぜ分析していく。

(例)
なんで納期に追われるのが嫌なのか
↓
自分のペースでじっくり取り組みたい
↓
仕事のやり方を工夫する事で考える時間を捻出することは出来ないか？

とか。
自分が嫌だと思うことを素直に受け止めたら、ヒントが見つかるのかもしれない。"	0
Youtube大学で、山奥ニートの動画を拝見して、素直にいいなあと思いました。そして、内向型の人間だけで形成されたコミュニティがあったら天国なのではと思ったり。内向型しか加入できないようにして心理的安全性はバツグン笑 誰か作ってくれないかなあ。	0
私にとってオンラインサロンやコミュニティというものはハードルが高いと感じてしまう…。(ただ輪に入れない社会不適合者なだけなのですが笑)一緒に頑張ろう！というよりは、「同じくらい頑張ってる人が隣にいるのが分かる」くらいのその位の距離感がいいんですよね。	0
URL埋め込むのにめちゃくちゃ苦戦した……。	1
抑うつ休養明けで仕事は全っ然本調子じゃないし、会社辞めたいなあという思いは晴れないけど、noteとかやりたい事をやる事で、少し気が紛れている気がする。必ずしも仕事でやりたい事をやらなくてもいいかもしれない。	1
これで稼げたらいいんだけどなーーー。とりあえず週末はブログ開設してみるのが目標です。	0
長く話すのが得意ではないので、スタンドfmのコンテンツは3分くらいが限界かもしれない笑 自分のスタイルを模索中。	0
